4.000  18.629
4.080  13.144
4.160  4.569
4.240  4.138
4.320  18.075
4.400  2.147
4.480  34.624
4.560  33.418
4.640  35.105
4.720  13.848
4.800  81.898
4.880  40.536
4.960  23.772
5.040  26.140
5.120  76.309
5.200  15.740
5.280  27.495
5.360  73.900
5.440  23.166
5.520  53.138
5.600  17.356
5.680  12.033
5.760  3.098
5.840  0.219
5.920  0.388
6.000  56.379
6.080  27.535
6.160  48.057
6.240  9.917
6.320  34.397
6.400  55.248
6.480  14.734
6.560  21.002
6.640  15.223
6.720  23.561
6.800  48.279
6.880  35.805
6.960  15.438
7.040  29.621
7.120  56.003
7.200  57.547
7.280  23.620
7.360  10.346
7.440  73.076
7.520  10.875
7.600  34.909
7.680  81.391
7.760  22.152
7.840  81.904
7.920  37.568
8.000  60.577
8.080  30.599
8.160  28.071
8.240  41.979
8.320  43.564
8.400  38.989
8.480  69.514
8.560  47.140
8.640  35.624
8.720  58.029
8.800  26.881
8.880  8.172
8.960  70.818
9.040  48.189
9.120  37.521
9.200  69.059
9.280  58.339
9.360  75.415
9.440  46.412
9.520  63.219
9.600  123.595
9.680  53.028
9.760  2.999
9.840  65.470
9.920  23.704
10.000  82.095
10.080  44.652
10.160  46.584
10.240  83.944
10.320  56.448
10.400  64.943
10.480  67.246
10.560  100.107
10.640  45.066
10.720  45.507
10.800  147.078
10.880  108.783
10.960  129.115
11.040  72.604
11.120  39.996
11.200  143.409
11.280  48.505
11.360  81.111
11.440  124.898
11.520  79.695
11.600  162.337
11.680  30.207
11.760  146.872
11.840  104.759
11.920  96.614
12.000  105.626
12.080  104.538
12.160  93.648
12.240  114.740
12.320  91.836
12.400  89.333
12.480  49.552
12.560  113.999
12.640  101.676
12.720  153.400
12.800  67.188
12.880  185.668
12.960  88.647
13.040  161.966
13.120  168.426
13.200  141.763
13.280  116.507
13.360  110.263
13.440  129.477
13.520  138.024
13.600  160.456
13.680  168.304
13.760  89.783
13.840  150.384
13.920  123.917
14.000  192.672
14.080  159.877
14.160  170.926
14.240  169.291
14.320  195.531
14.400  160.241
14.480  100.315
14.560  144.409
14.640  120.791
14.720  157.332
14.800  169.840
14.880  204.088
14.960  191.395
15.040  193.876
15.120  230.286
15.200  166.986
15.280  177.501
15.360  184.321
15.440  154.166
15.520  145.208
15.600  166.681
15.680  202.492
15.760  186.730
15.840  236.253
15.920  242.877
16.000  251.200
16.080  226.271
16.160  224.251
16.240  215.822
16.320  250.758
16.400  161.177
16.480  209.379
16.560  222.082
16.640  147.846
16.720  313.975
16.800  276.779
16.880  286.459
16.960  252.467
17.040  234.504
17.120  205.687
17.200  283.320
17.280  306.978
17.360  275.695
17.440  283.177
17.520  334.375
17.600  300.344
17.680  258.846
17.760  288.646
17.840  209.685
17.920  288.873
18.000  289.026
18.080  358.085
18.160  337.865
18.240  326.635
18.320  243.293
18.400  268.777
18.480  334.995
18.560  389.155
18.640  341.592
18.720  349.556
18.800  352.664
18.880  293.900
18.960  400.439
19.040  390.188
19.120  376.119
19.200  380.584
19.280  338.462
19.360  369.115
19.440  433.124
19.520  418.807
19.600  426.886
19.680  418.479
19.760  409.098
19.840  388.758
19.920  386.290
20.000  387.085
20.080  432.390
20.160  378.043
20.240  448.650
20.320  441.994
20.400  539.072
20.480  325.859
20.560  507.460
20.640  480.690
20.720  493.493
20.800  450.219
20.880  497.184
20.960  446.011
21.040  471.407
21.120  498.086
21.200  514.202
21.280  420.687
21.360  446.976
21.440  539.961
21.520  488.777
21.600  508.006
21.680  540.447
21.760  546.720
21.840  482.039
21.920  547.562
22.000  568.623
22.080  536.528
22.160  525.447
22.240  552.514
22.320  533.100
22.400  562.942
22.480  620.477
22.560  596.123
